               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 340,            0.031159,            0.021292,                   0,             0.62842,             0.67241,             0.58998,             0.29797,            0.040029,            0.012442,                   0,           0.0076803,           0.0076803,           0.0076803
                 341,            0.032575,            0.024722,                   0,             0.76562,             0.62069,             0.63741,             0.31057,             0.03998,              0.0129,                   0,           0.0076679,           0.0076679,           0.0076679
                 342,            0.033819,            0.022498,                   0,             0.60244,              0.7577,             0.62057,             0.31545,            0.036011,            0.012667,                   0,           0.0076555,           0.0076555,           0.0076555
                 343,            0.029994,            0.020088,                   0,             0.76575,             0.62069,             0.59466,             0.31937,            0.036649,             0.01231,                   0,           0.0076431,           0.0076431,           0.0076431
                 344,            0.030629,             0.01962,                   0,             0.63333,             0.65516,              0.5508,             0.28604,            0.040272,            0.012804,                   0,           0.0076306,           0.0076306,           0.0076306
                 345,            0.032367,            0.022936,                   0,             0.79058,             0.58578,             0.63449,             0.29993,            0.039072,            0.013897,                   0,           0.0076182,           0.0076182,           0.0076182
                 346,             0.03105,            0.020708,                   0,             0.70661,              0.7069,             0.64676,             0.30066,            0.037163,            0.013262,                   0,           0.0076057,           0.0076057,           0.0076057
                 347,            0.036597,            0.024733,                   0,             0.69797,             0.63752,             0.60442,              0.3013,            0.035294,            0.013067,                   0,           0.0075932,           0.0075932,           0.0075932
                 348,            0.031365,            0.020597,                   0,             0.79492,             0.60345,             0.63962,             0.32932,            0.037463,            0.012752,                   0,           0.0075807,           0.0075807,           0.0075807
                 349,            0.028779,            0.020246,                   0,             0.81794,             0.62069,              0.6684,             0.34496,            0.035728,            0.012789,                   0,           0.0075681,           0.0075681,           0.0075681
                 350,            0.033051,            0.020988,                   0,             0.68508,             0.63761,             0.64899,             0.32842,            0.036037,            0.012618,                   0,           0.0075555,           0.0075555,           0.0075555
                 351,            0.034956,            0.021575,                   0,             0.86831,             0.56845,             0.63129,             0.31129,            0.035501,            0.013203,                   0,            0.007543,            0.007543,            0.007543
                 352,            0.033704,            0.021805,                   0,             0.71378,             0.60345,             0.65666,             0.30285,            0.038903,            0.014366,                   0,           0.0075304,           0.0075304,           0.0075304
                 353,            0.029962,            0.020265,                   0,             0.77777,             0.60345,             0.64103,             0.34768,            0.034009,            0.012152,                   0,           0.0075177,           0.0075177,           0.0075177
                 354,            0.032526,            0.021553,                   0,              0.7326,             0.62069,             0.63093,             0.33891,             0.03307,            0.012232,                   0,           0.0075051,           0.0075051,           0.0075051
                 355,            0.035505,            0.021423,                   0,             0.77076,             0.63767,             0.61174,             0.31957,            0.036228,             0.01315,                   0,           0.0074924,           0.0074924,           0.0074924
                 356,            0.033941,            0.025175,                   0,              0.7872,             0.63779,             0.62799,             0.29412,            0.038574,            0.014139,                   0,           0.0074797,           0.0074797,           0.0074797
                 357,            0.032153,             0.02088,                   0,             0.82197,             0.63687,             0.64224,             0.30721,            0.037429,            0.013595,                   0,            0.007467,            0.007467,            0.007467
                 358,            0.032744,            0.020441,                   0,             0.66618,             0.62069,             0.57719,             0.28588,            0.038167,            0.014037,                   0,           0.0074543,           0.0074543,           0.0074543
                 359,            0.031926,             0.01951,                   0,             0.59041,             0.67104,              0.5662,             0.26711,            0.038863,            0.014325,                   0,           0.0074416,           0.0074416,           0.0074416
                 360,            0.031393,            0.020569,                   0,             0.63874,             0.67241,             0.59386,             0.30058,            0.035646,            0.013491,                   0,           0.0074288,           0.0074288,           0.0074288
                 361,            0.033434,            0.023226,                   0,             0.69085,             0.65499,             0.57763,             0.32212,            0.037135,            0.013433,                   0,            0.007416,            0.007416,            0.007416
                 362,            0.031324,            0.019816,                   0,             0.73846,             0.58621,             0.56612,             0.31607,            0.034556,            0.012678,                   0,           0.0074032,           0.0074032,           0.0074032
                 363,            0.030863,            0.018786,                   0,             0.68403,             0.67241,             0.57045,             0.29712,            0.037554,            0.012364,                   0,           0.0073904,           0.0073904,           0.0073904
                 364,            0.031464,            0.022014,                   0,             0.76469,             0.67237,             0.65523,             0.35025,            0.035856,            0.012324,                   0,           0.0073775,           0.0073775,           0.0073775
                 365,            0.031188,            0.019633,                   0,             0.79051,             0.58621,             0.61636,             0.32346,            0.036811,            0.014073,                   0,           0.0073647,           0.0073647,           0.0073647
                 366,            0.032415,            0.020244,                   0,             0.80919,             0.58621,             0.62012,             0.30024,             0.03748,             0.01397,                   0,           0.0073518,           0.0073518,           0.0073518
                 367,            0.032179,            0.023439,                   0,             0.74463,             0.65517,             0.61872,             0.32411,            0.033821,            0.013078,                   0,           0.0073389,           0.0073389,           0.0073389
                 368,            0.028965,            0.019492,                   0,             0.73999,             0.63793,             0.63843,             0.32867,            0.034242,             0.01232,                   0,            0.007326,            0.007326,            0.007326
                 369,            0.032487,            0.021904,                   0,             0.74414,             0.60345,             0.60882,             0.32259,            0.032732,            0.013197,                   0,           0.0073131,           0.0073131,           0.0073131
                 370,            0.030467,            0.019836,                   0,             0.72508,             0.63793,             0.58629,              0.3035,            0.033299,            0.013835,                   0,           0.0073001,           0.0073001,           0.0073001
                 371,            0.029317,            0.018641,                   0,             0.79026,             0.58621,             0.60846,             0.32613,            0.032919,            0.012771,                   0,           0.0072872,           0.0072872,           0.0072872
                 372,            0.033203,            0.020629,                   0,             0.71967,             0.62069,             0.60229,             0.30531,            0.035309,            0.012936,                   0,           0.0072742,           0.0072742,           0.0072742
                 373,            0.032411,            0.020785,                   0,              0.6998,             0.60345,             0.56714,             0.29407,             0.03608,            0.013547,                   0,           0.0072612,           0.0072612,           0.0072612
                 374,            0.028663,            0.020913,                   0,             0.59373,             0.65513,              0.5576,             0.26429,            0.038447,            0.014108,                   0,           0.0072482,           0.0072482,           0.0072482
                 375,            0.033117,            0.023494,                   0,             0.64898,             0.63793,             0.58934,             0.26184,            0.040281,            0.014441,                   0,           0.0072351,           0.0072351,           0.0072351
                 376,            0.030441,             0.02054,                   0,             0.67982,             0.58621,             0.56187,             0.28233,            0.040059,            0.014906,                   0,           0.0072221,           0.0072221,           0.0072221
                 377,            0.029554,            0.019933,                   0,             0.64904,             0.63793,             0.57452,             0.29403,            0.038689,            0.014656,                   0,            0.007209,            0.007209,            0.007209
                 378,            0.032018,            0.021529,                   0,             0.61649,             0.63747,              0.5588,             0.31701,            0.037606,            0.013503,                   0,           0.0071959,           0.0071959,           0.0071959
                 379,            0.029086,            0.019033,                   0,             0.64149,             0.62069,             0.54781,             0.31155,            0.034753,            0.012246,                   0,           0.0071828,           0.0071828,           0.0071828
                 380,            0.028884,            0.018799,                   0,             0.65451,             0.62069,             0.59339,             0.33162,             0.03504,            0.012984,                   0,           0.0071697,           0.0071697,           0.0071697
                 381,            0.029781,             0.01919,                   0,              0.5536,             0.62069,             0.47326,              0.2662,            0.040567,            0.014786,                   0,           0.0071566,           0.0071566,           0.0071566
                 382,            0.031498,            0.020744,                   0,             0.69378,             0.58621,             0.54481,             0.30906,            0.036628,            0.014055,                   0,           0.0071434,           0.0071434,           0.0071434
